...1,gene_id,moduleColor,GS.light,p.GS.light,baseMean,log2FoldChange,padj,product,gene,EC_number
NC_007677.1_WP_162713380.1,NC_007677.1_WP_162713380.1,pink,-0.577147482455139,0.0192398856780274,1729.554184431162,-0.25763739219331,0.06269012117750802,hypothetical protein,NA,NA
NC_007677.1_WP_011403266.1,NC_007677.1_WP_011403266.1,turquoise,-0.876664094588402,8.35147559982152e-6,32482.829317621803,-0.3717882335334658,3.284252187848569e-7,citrate synthase,NA,NA
NC_007677.1_WP_011404925.1,NC_007677.1_WP_011404925.1,blue,0.0645475945365161,0.812274137016484,26649.568920154947,0.11474661730804873,0.28447810510562094,DNA gyrase subunit A,gyrA,5.6.2.2
NC_007677.1_WP_164923581.1,NC_007677.1_WP_164923581.1,green,-0.311297187912227,0.240543120679296,44617.0219938223,0.08895211907351937,0.768964628340809,hypothetical protein,NA,NA
NC_007677.1_WP_011404216.1,NC_007677.1_WP_011404216.1,green,0.178787567960481,0.507644838074881,1075.346327468876,1.09764276679797,0.0037199772752688513,DUF2160 family membrane protein,NA,NA
NC_007677.1_WP_011405096.1,NC_007677.1_WP_011405096.1,turquoise,-0.730000732541474,0.00132504025018736,10122.93159712586,-0.47252491566898386,6.691432604365843e-4,hypothetical protein,NA,NA
NC_007677.1_WP_118827352.1,NC_007677.1_WP_118827352.1,blue,-0.47018978575388,0.066080066376997,2462.034405961847,-0.08568100429659652,0.6781150116242014,glucosamine-6-phosphate deaminase,nagB,3.5.99.6
NC_007677.1_WP_237701963.1,NC_007677.1_WP_237701963.1,green,-0.0642809805940193,0.813036749440113,24461.582677658538,0.07989580126957299,0.6432172571142933,F0F1 ATP synthase subunit A,atpB,7.1.2.2
NC_007677.1_WP_231847099.1,NC_007677.1_WP_231847099.1,red,-0.512687883704997,0.0422873819879451,88701.62354699621,-0.2531154194267473,0.04146271060453579,TonB-dependent receptor,NA,NA
NC_007677.1_WP_011403746.1,NC_007677.1_WP_011403746.1,grey,-0.259846063225144,0.331097557833579,3974.8375337404354,-0.006234868602624065,0.9493769721965696,arginine--tRNA ligase,argS,6.1.1.19
NC_007677.1_WP_011403790.1,NC_007677.1_WP_011403790.1,blue,0.504246794153552,0.0464011095425864,15663.728988755909,0.9749554481957691,2.4457856226103744e-4,30S ribosomal protein S12,rpsL,NA
NC_007677.1_WP_011404304.1,NC_007677.1_WP_011404304.1,red,-0.408776837196538,0.115933547177826,9691.782556390308,-0.13087548970056326,0.16901726959072877,methionine--tRNA ligase,metG,6.1.1.10
NC_007677.1_WP_011405370.1,NC_007677.1_WP_011405370.1,blue,0.60719439770469,0.0126148458481546,7700.397160167203,0.37174801085927534,7.823091551233122e-4,thioredoxin-disulfide reductase,trxB,1.8.1.9
NC_007677.1_WP_237701697.1,NC_007677.1_WP_237701697.1,turquoise,-0.739728126349144,0.0010545618259683,58886.33867602875,-0.20684431883356064,0.009263565561234668,polyribonucleotide nucleotidyltransferase,pnp,2.7.7.8
NC_007677.1_WP_237701799.1,NC_007677.1_WP_237701799.1,blue,0.519274260283075,0.0392724854013619,23708.710805061924,0.17630942945026631,0.07979140382979655,alpha-glucan family phosphorylase,glgP,NA
NC_007677.1_WP_011403715.1,NC_007677.1_WP_011403715.1,green,0.144911989233943,0.592325867621236,1089.7482232625593,0.1574935450011676,0.18681128409153722,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,folK,2.7.6.3
NC_007677.1_WP_011404425.1,NC_007677.1_WP_011404425.1,blue,-0.104763448808166,0.699402992366685,11098.705282786108,0.06704072804212974,0.5193642917113177,hypothetical protein,NA,NA
NC_007677.1_WP_011405457.1,NC_007677.1_WP_011405457.1,blue,-0.247065362134371,0.356261900648628,37054.29336704091,0.06908433228712739,0.5491935960791655,beta-ketoacyl-ACP synthase II,fabF,2.3.1.179
NC_007677.1_WP_112903043.1,NC_007677.1_WP_112903043.1,green,0.106659777151984,0.694204409348576,3593.3806580884516,0.09304425768765548,0.5343128844862938,hypothetical protein,NA,NA
NC_007677.1_WP_011404637.1,NC_007677.1_WP_011404637.1,turquoise,-0.829036639327169,7.19068761671472e-5,10890.146639623457,-0.20279138520621448,0.008244254062969091,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,gatB,NA
NC_007677.1_WP_011405515.1,NC_007677.1_WP_011405515.1,magenta,-0.387642971128841,0.137934459887959,932.5114089289135,-0.018159075908143533,0.9085046697660354,glycoside hydrolase family 18 protein,NA,NA
NC_007677.1_WP_011405087.1,NC_007677.1_WP_011405087.1,blue,0.0558003138828995,0.837373344582798,6692.783841180949,0.08031682166685576,0.33996016578847144,heme o synthase,cyoE,2.5.1.141
NC_007677.1_WP_011405368.1,NC_007677.1_WP_011405368.1,turquoise,-0.807536147111628,1.5504909216089e-4,9937.560308112257,-0.2434963763252202,0.0033365422553490827,phosphoribosylformylglycinamidine synthase subunit PurL,purL,6.3.5.3
NC_007677.1_WP_011404444.1,NC_007677.1_WP_011404444.1,turquoise,-0.747256244899042,8.7780428122688e-4,7366.943240500743,-0.39100436357761315,8.360203383708421e-5,DUF2911 domain-containing protein,NA,NA
NC_007677.1_WP_011404220.1,NC_007677.1_WP_011404220.1,green,0.0612801135054388,0.821631031351525,8749.832053986565,0.7809414060104019,0.03211888831841801,ABC transporter ATP-binding protein,NA,NA
NC_007677.1_WP_043552525.1,NC_007677.1_WP_043552525.1,black,-0.174120320010704,0.518965970387649,6622.907681862825,0.05494949288768447,0.7079221969405481,single-stranded-DNA-specific exonuclease RecJ,recJ,NA
NC_007677.1_WP_011403720.1,NC_007677.1_WP_011403720.1,yellow,-0.283712888246154,0.286933258826401,13584.602480293548,-0.26191129460147866,0.07888169016197132,carbamoyl-phosphate synthase large subunit,carB,6.3.5.5
NC_007677.1_WP_103015545.1,NC_007677.1_WP_103015545.1,turquoise,-0.962454273211284,2.5534739497725e-9,40299.491951185424,-0.5439047193066947,1.2578758267209135e-23,ribonuclease R,rnr,NA
NC_007677.1_WP_011403054.1,NC_007677.1_WP_011403054.1,turquoise,-0.674463316295217,0.00416039198229158,5831.633742941042,-0.28991579769435666,0.004757770179643484,transketolase,tkt,2.2.1.1
NC_007677.1_WP_011404118.1,NC_007677.1_WP_011404118.1,blue,0.127201685717111,0.63874921653077,9280.563494108032,0.20169119054298193,0.26169157142794536,30S ribosomal protein S18,rpsR,NA
NC_007677.1_WP_043552273.1,NC_007677.1_WP_043552273.1,blue,0.275388379419291,0.30191551254694,17545.536610810992,0.34972096594308294,0.031354850945517,30S ribosomal protein S6,rpsF,NA
NC_007677.1_WP_011405083.1,NC_007677.1_WP_011405083.1,brown,0.946780724568757,2.81507789953041e-8,2211.579391661438,0.6654291724549848,1.6296552568858114e-15,class I adenylate-forming enzyme family protein,NA,NA
NC_007677.1_WP_011404069.1,NC_007677.1_WP_011404069.1,turquoise,-0.745829590355558,9.0928813815958e-4,179089.0799995889,-0.5414235720336652,7.791961905393345e-6,ATP-dependent Clp protease ATP-binding subunit,NA,NA
NC_007677.1_WP_011402829.1,NC_007677.1_WP_011402829.1,black,0.200436263689474,0.456686995502145,15175.534030289069,0.056978398488052806,0.6956825383948543,phosphate acyltransferase PlsX,plsX,2.3.1.274
NC_007677.1_WP_011402817.1,NC_007677.1_WP_011402817.1,blue,0.390827327425951,0.134449659869147,9073.01827824829,0.3230109955298778,0.009663064868845406,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,coaBC,4.1.1.36
NC_007677.1_WP_112902961.1,NC_007677.1_WP_112902961.1,yellow,-0.560100556513331,0.0240427744726841,2102.7057319767177,-0.30636013464990797,4.511013080895761e-4,MBL fold metallo-hydrolase,NA,NA
NC_007677.1_WP_237701854.1,NC_007677.1_WP_237701854.1,turquoise,-0.564732517105094,0.0226554076280328,280.88063761114614,-0.3471665826705221,0.0069762597981854,hypothetical protein,NA,NA
NC_007677.1_WP_237702044.1,NC_007677.1_WP_237702044.1,red,-0.341591230236608,0.195354309703377,22159.17789081625,-0.07599856323259363,0.6683398756937419,50S ribosomal protein L21,rplU,NA
NC_007677.1_WP_013061975.1,NC_007677.1_WP_013061975.1,blue,0.608514590223718,0.0123715921353722,6201.817077870078,0.5398383449206265,2.8144819361069786e-6,hypothetical protein,NA,NA
NC_007677.1_WP_164923636.1,NC_007677.1_WP_164923636.1,blue,0.319369902490891,0.227914198493843,2068.4289456626643,0.12974965853901615,0.3034383628913729,tetratricopeptide repeat protein,NA,NA
NC_007677.1_WP_011403383.1,NC_007677.1_WP_011403383.1,red,0.0546905256201095,0.840568780660062,15884.070328653423,-0.02234566907833029,0.8604198398874816,nucleotidyltransferase family protein,NA,NA
NC_007677.1_WP_011403880.1,NC_007677.1_WP_011403880.1,turquoise,-0.639125644486641,0.00768864386385001,11412.68661860407,-0.3708319697011984,0.0012870178163696935,ADP-forming succinate--CoA ligase subunit beta,sucC,6.2.1.5
NC_007677.1_WP_011404903.1,NC_007677.1_WP_011404903.1,brown,0.34177188469925,0.195102763999784,25455.38900524746,0.049772766747300884,0.8064366439863234,SusD/RagB family nutrient-binding outer membrane lipoprotein,NA,NA
NC_007677.1_WP_237701708.1,NC_007677.1_WP_237701708.1,yellow,-0.246598858220849,0.357200130608061,7614.194234340474,-0.060845763802953486,0.4256356438468204,outer membrane protein transport protein,NA,NA
NC_007677.1_WP_231847197.1,NC_007677.1_WP_231847197.1,pink,-0.593663775017593,0.0153303043026536,1233.4926424176638,-0.40733725890728806,0.010461679427015173,hypothetical protein,NA,NA
NC_007677.1_WP_011404503.1,NC_007677.1_WP_011404503.1,blue,0.561656696731346,0.0235695914920072,4981.130025271558,0.7115618678308414,4.900679980482899e-4,50S ribosomal protein L7/L12,rplL,NA
NC_007677.1_WP_237701738.1,NC_007677.1_WP_237701738.1,turquoise,-0.727599041578285,0.00139985851662034,48893.20073441137,-0.4348604778580861,1.750284187939615e-4,tetratricopeptide repeat protein,NA,NA
NC_007677.1_WP_011404729.1,NC_007677.1_WP_011404729.1,brown,0.736834312788898,0.00112981058944525,3623.205795212468,0.17457246364922255,0.031319410586075305,DNA polymerase domain-containing protein,NA,NA
NC_007677.1_WP_011404386.1,NC_007677.1_WP_011404386.1,grey,0.126484455439225,0.64065752402369,5719.354179693002,3.264991437012586e-4,0.9971115117958915,rod shape-determining protein,NA,NA
NC_007677.1_WP_011402918.1,NC_007677.1_WP_011402918.1,brown,0.688386717026872,0.00319447907339468,24389.02703964045,0.13645023682789478,0.14830225647331063,ribonucleoside-diphosphate reductase subunit alpha,NA,NA
NC_007677.1_WP_237701734.1,NC_007677.1_WP_237701734.1,green,0.273703344225688,0.305003366889811,13989.651168546936,0.32285162989179506,0.006872586378485761,heat-inducible transcriptional repressor HrcA,hrcA,NA
NC_007677.1_WP_011403961.1,NC_007677.1_WP_011403961.1,yellow,-0.243616697896895,0.363230404007731,5417.359124100828,-0.10289556509180656,0.33716814317985877,TetR/AcrR family transcriptional regulator,NA,NA
NC_007677.1_WP_237702021.1,NC_007677.1_WP_237702021.1,black,0.741487332298745,0.00101085630656841,3405.672746838421,0.41198437972406066,0.00115170711637722,Na+/H+ antiporter NhaC family protein,NA,NA
NC_007677.1_WP_011403463.1,NC_007677.1_WP_011403463.1,yellow,-0.196602776902023,0.465519335009337,2929.3976100487766,-0.043145558350366355,0.5468124761809198,purine-nucleoside phosphorylase,NA,2.4.2.1
NC_007677.1_WP_011403916.1,NC_007677.1_WP_011403916.1,turquoise,-0.872571834720838,1.03772680562189e-5,10491.098813509798,-0.6234272259678968,7.139168828843043e-8,50S ribosomal protein L31,rpmE,NA
NC_007677.1_WP_011404764.1,NC_007677.1_WP_011404764.1,turquoise,-0.617255393470133,0.0108524429032052,210.11164210241895,-0.7066751648738934,1.7252933773507407e-5,fasciclin domain-containing protein,NA,NA
NC_007677.1_WP_013061754.1,NC_007677.1_WP_013061754.1,yellow,-0.47998666205317,0.0598882165799619,922.0161451150075,-0.34770442921195244,0.016809273367480088,hemolysin III family protein,NA,NA
NC_007677.1_WP_237702008.1,NC_007677.1_WP_237702008.1,turquoise,-0.568382371390308,0.0216063145555095,1066.2965707884068,-0.3232947143871586,0.029037718290682118,YkvA family protein,NA,NA
NC_007677.1_WP_237702031.1,NC_007677.1_WP_237702031.1,turquoise,-0.614104315630061,0.011382134388649,2251.972982717958,-0.08507670525182945,0.3381086265604437,cation:proton antiporter,NA,NA
NC_007677.1_WP_011404218.1,NC_007677.1_WP_011404218.1,green,0.193170242810608,0.473498752617776,5315.758490861601,0.9328337923263871,0.010799274531252052,sugar ABC transporter permease,NA,NA
NC_007677.1_WP_011403674.1,NC_007677.1_WP_011403674.1,green,0.360745931835891,0.169849847636482,9764.374873913128,0.34992683959978427,0.0022297238170377568,ATP synthase F0 subunit C,atpE,7.1.2.2
NC_007677.1_WP_013062423.1,NC_007677.1_WP_013062423.1,green,0.400591814517679,0.124141753361939,7312.218868803006,0.23397443181031236,0.08839481515239825,PAS domain S-box protein,NA,NA
NC_007677.1_WP_011402879.1,NC_007677.1_WP_011402879.1,red,-0.0590121193103332,0.828139107657746,2455.7781952773844,-0.022984599585596576,0.8340748810637284,phosphoenolpyruvate carboxylase,ppc,4.1.1.31
NC_007677.1_WP_011405458.1,NC_007677.1_WP_011405458.1,magenta,-0.520007817128932,0.0389470003519791,13161.333381603456,-0.07165885275558688,0.522566827640508,acyl carrier protein,NA,NA
NC_007677.1_WP_011404850.1,NC_007677.1_WP_011404850.1,brown,0.881853748139207,6.27036342271461e-6,142331.97900512375,0.2853770528560117,8.422819512209229e-5,chaperonin GroEL,groL,NA
NC_007677.1_WP_237701929.1,NC_007677.1_WP_237701929.1,blue,0.317671516137338,0.230535576588136,14717.697022515737,0.07779854166774217,0.4170698243700341,hypothetical protein,NA,NA
NC_007677.1_WP_112903935.1,NC_007677.1_WP_112903935.1,green,-0.16442241149953,0.542853190080086,8167.83549706771,-0.03001233432993322,0.8649930738936358,sigma 54-interacting transcriptional regulator,NA,NA
NC_007677.1_WP_112903937.1,NC_007677.1_WP_112903937.1,pink,-0.575097541027701,0.0197744305819922,5200.1830584469935,-0.16014358986879074,0.1429929637831768,SUF system Fe-S cluster assembly protein,NA,NA
NC_007677.1_WP_011404502.1,NC_007677.1_WP_011404502.1,blue,0.413725695947462,0.111158550812063,82716.0193323451,0.46916470924194065,7.453309125107989e-4,DNA-directed RNA polymerase subunit beta,rpoB,2.7.7.6
NC_007677.1_WP_162892262.1,NC_007677.1_WP_162892262.1,pink,-0.636608750241128,0.0080100197139636,2087.5532960196924,-0.2377366788127674,0.04360091015188995,hypothetical protein,NA,NA
NC_007677.1_WP_011403417.1,NC_007677.1_WP_011403417.1,magenta,-0.402913022807677,0.121774283973572,1878.302249074586,-0.12574296374965585,0.3701743668191783,Uma2 family endonuclease,NA,NA
NC_007677.1_WP_011403697.1,NC_007677.1_WP_011403697.1,blue,0.0284301728062544,0.91675980281111,8700.750901117723,0.11205028136418607,0.17067479613951148,acetyl-CoA carboxylase biotin carboxyl carrier protein,accB,6.4.1.2
NC_007677.1_WP_011404221.1,NC_007677.1_WP_011404221.1,green,-0.115509070922082,0.67011676248968,20581.83533206154,0.47875538482291635,0.0477016239111488,glycerol kinase GlpK,glpK,2.7.1.30
NC_007677.1_WP_011403685.1,NC_007677.1_WP_011403685.1,blue,0.630519172127477,0.0088317423851414,5444.640146287376,0.4800067595145528,1.052753206850457e-6,CNNM domain-containing protein,NA,NA
NC_007677.1_WP_237701850.1,NC_007677.1_WP_237701850.1,brown,0.7639132065964,5.7169495046042e-4,7511.161011120723,0.9141970812706398,0.007431159855923473,SusC/RagA family TonB-linked outer membrane protein,NA,NA
NC_007677.1_WP_231847128.1,NC_007677.1_WP_231847128.1,turquoise,-0.422138545461168,0.103360362285415,854.6651611047785,-0.39425492081946056,0.02780621902715317,hypothetical protein,NA,NA
NC_007677.1_WP_011403807.1,NC_007677.1_WP_011403807.1,blue,0.545215842900824,0.0289464660891848,12938.675960284752,0.49528502496769045,0.003389851831052983,50S ribosomal protein L5,rplE,NA
NC_007677.1_WP_118830809.1,NC_007677.1_WP_118830809.1,magenta,-0.761207083297348,6.1433692775393e-4,110394.77940216303,-0.45407732557378316,0.0010371142922326092,ABC transporter substrate-binding protein,NA,NA
NC_007677.1_WP_013062436.1,NC_007677.1_WP_013062436.1,brown,0.660037491756762,0.00539542360576268,12566.456179154617,0.10880086538964395,0.12846774007130496,hypothetical protein,NA,NA
NC_007677.1_WP_112903561.1,NC_007677.1_WP_112903561.1,turquoise,-0.854166331452579,2.53533393696431e-5,48771.197094708165,-0.547779130989013,3.318746560799893e-8,PKD domain-containing protein,NA,NA
